Item,Price,Ad ID,Location,Model,Details
 Bajaj Pulsar 19000 Kms 2015 year ,55000," Added via phone on 29 May, Ad ID: 1221513719 "," Ushma Nagar, Mumbai ", Bajaj Pulsar 19000 Kms 2015 year ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 19,000 km "
 Honda CB 38000 Kms 2014 year ,40000," Added via phone on 29 May, Ad ID: 1221511829 "," Aarey Road, Mumbai ", Honda CB 38000 Kms 2014 year ," Brand: Honda Model: CB Year: 2014 KM Driven: 38,000 km "
 Bajaj Others 9100 Kms 2016 year ,43499," Added via phone on 29 May, Ad ID: 1221502013 "," Vikhroli East, Mumbai ", Bajaj Others 9100 Kms 2016 year ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 9,100 km "
 First owner VIP number ,650000," Added via phone on 29 May, Ad ID: 1216493759 "," Byculla, Mumbai ", First owner VIP number , Brand: Other Brands Year: 2018 KM Driven: 100 km 
 2016 Bajaj Pulsar 39900 Kms ,73000," Added via phone on 29 May, Ad ID: 1221518101 "," Mira Road, Mumbai ", 2016 Bajaj Pulsar 39900 Kms ," Brand: Bajaj Model: Pulsar Year: 2016 KM Driven: 39,900 km "
 Hero Honda Others 25000 Kms 2014 year ,32000," Added via phone on 29 May, Ad ID: 1211714179 "," Goregaon West, Mumbai ", Hero Honda Others 25000 Kms 2014 year ," Brand: Hero Honda Model: Others Year: 2014 KM Driven: 25,000 km "
 2011 Bajaj Avenger 10168 Kms ,38000," Added via phone on 29 May, Ad ID: 1221519731 "," Andheri West, Mumbai ", 2011 Bajaj Avenger 10168 Kms ," Brand: Bajaj Model: Avenger Year: 2011 KM Driven: 10,168 km "
 2018 Bajaj Pulsar 5500 Kms ,23000," Added via phone on 29 May, Ad ID: 1221519935 "," Trombay, Mumbai ", 2018 Bajaj Pulsar 5500 Kms ," Brand: Bajaj Model: Pulsar Year: 2018 KM Driven: 5,500 km "
 Bajaj Discover 35000 Kms 2015 year ,32000," Added via phone on 29 May, Ad ID: 1221517953 "," Vasai East, Mumbai ", Bajaj Discover 35000 Kms 2015 year ," Brand: Bajaj Model: Discover Year: 2015 KM Driven: 35,000 km "
 2013 Bajaj Discover 23000 Kms ,35000," Added via phone on 29 May, Ad ID: 1215396887 "," Govandi, Mumbai ", 2013 Bajaj Discover 23000 Kms ," Brand: Bajaj Model: Discover Year: 2013 KM Driven: 23,000 km "
 2014 Honda CB 7000 Kms ,45000," Added via phone on 29 May, Ad ID: 1221515907 "," Vazira, Mumbai ", 2014 Honda CB 7000 Kms ," Brand: Honda Model: CB Year: 2014 KM Driven: 7,000 km "
 Bajaj Pulsar 20000 Kms 2010 year ,25000," Added via phone on 29 May, Ad ID: 1221521687 "," Vikhroli East, Mumbai ", Bajaj Pulsar 20000 Kms 2010 year ," Brand: Bajaj Model: Pulsar Year: 2010 KM Driven: 20,000 km "
 Royal Enfield Classic 28400 Kms 2013 year ,110000," Added via phone on 29 May, Ad ID: 1156273009 "," Jogeshwari–Vikhroli Link Road (JVLR), Mumbai ", Royal Enfield Classic 28400 Kms 2013 year ," Brand: Royal Enfield Model: Classic Year: 2013 KM Driven: 30,000 km "
 2012 Honda CB 70000 Kms ,32000," Added via phone on 29 May, Ad ID: 1221525065 "," Dockyard Road, Mumbai ", 2012 Honda CB 70000 Kms ," Brand: Honda Model: CB Year: 2012 KM Driven: 70,000 km "
 Hero Karizma 76000 Kms 2009 year ,23000," Added via phone on 29 May, Ad ID: 1221523591 "," Vijaykar Wadi, Mumbai ", Hero Karizma 76000 Kms 2009 year ," Brand: Hero Model: Karizma Year: 2009 KM Driven: 76,000 km "
 2013 Bajaj Avenger 70000 Kms ,40000," Added via phone on 29 May, Ad ID: 1221527851 "," Mahim, Mumbai ", 2013 Bajaj Avenger 70000 Kms ," Brand: Bajaj Model: Avenger Year: 2013 KM Driven: 70,000 km "
 Hero Honda Karizma r 27000 Kms 2012 year ,48000," Added via phone on 29 May, Ad ID: 1169936887 "," Vasai West, Mumbai ", Hero Honda Karizma r 27000 Kms 2012 year ," Brand: Hero Honda Model: Karizma Year: 2012 KM Driven: 27,000 km "
 2011 Bajaj Avenger 40000 Kms ,41000," Added via phone on 29 May, Ad ID: 1221525617 "," Chiktoli, Mumbai ", 2011 Bajaj Avenger 40000 Kms ," Brand: Bajaj Model: Avenger Year: 2011 KM Driven: 40,000 km "
 2015 Bajaj Pulsar 29600 Kms ,60000," Added via phone on 29 May, Ad ID: 1221528361 "," Bhandup West, Mumbai ", 2015 Bajaj Pulsar 29600 Kms ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 29,600 km "
 Honda CB 16000 Kms 2016 year ,40000," Added via phone on 29 May, Ad ID: 1218464663 "," Bhayandar East, Mumbai ", Honda CB 16000 Kms 2016 year ," Brand: Honda Model: CB Year: 2016 KM Driven: 16,000 km "
 2014 TVS Star Sport 50130 Kms ,36000," Added via phone on 29 May, Ad ID: 1221442549 "," Vikhroli East, Mumbai ", 2014 TVS Star Sport 50130 Kms ," Brand: TVS Model: Star Sport Year: 2014 KM Driven: 50,130 km "
 Bajaj Others 10400 Kms 2016 year ,45000," Added via phone on 29 May, Ad ID: 1199938553 "," Chembur, Mumbai ", Bajaj Others 10400 Kms 2016 year ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 10,400 km "
 2011 Yamaha Fazer 27000 Kms ,37000," Added via phone on 29 May, Ad ID: 1221443029 "," Samata Nagar, Mumbai ", 2011 Yamaha Fazer 27000 Kms ," Brand: Yamaha Model: Fazer Year: 2011 KM Driven: 27,000 km "
 Red Color Modified Royal Enfield Classic 350 - Only 7000 kms driven ,135000," Added on 29 May, Ad ID: 1221446689 "," Mulund West, Mumbai ", Red Color Modified Royal Enfield Classic 350 - Only 7000 kms driven ," Brand: Royal Enfield Model: Classic Year: 2016 KM Driven: 7,000 km "
 2011 Hero Honda Karizma 23000 Kms ,40000," Added via phone on 29 May, Ad ID: 1221447255 "," Sion East, Mumbai ", 2011 Hero Honda Karizma 23000 Kms ," Brand: Hero Honda Model: Karizma Year: 2011 KM Driven: 23,000 km "
 2005 Bajaj Pulsar 40000 Kms ,19500," Added via phone on 29 May, Ad ID: 1221528707 "," Andheri East, Mumbai ", 2005 Bajaj Pulsar 40000 Kms ," Brand: Bajaj Model: Pulsar Year: 2003 KM Driven: 40,000 km "
 2004 Bajaj Pulsar 5000 Kms ,15000," Added via phone on 29 May, Ad ID: 1221451935 "," Dahisar East, Mumbai ", 2004 Bajaj Pulsar 5000 Kms ," Brand: Bajaj Model: Pulsar Year: 2004 KM Driven: 5,000 km "
 Hyosung gt 250 naked version bike is in vry good ,120000," Added via phone on 29 May, Ad ID: 1221450073 "," Sewri, Mumbai ", Hyosung gt 250 naked version bike is in vry good ," Brand: Other Brands Year: 2005 KM Driven: 4,000 km "
 2008 Bajaj Pulsar 60000 Kms ,16000," Added via phone on 29 May, Ad ID: 1221445103 "," Tagore Nagar, Mumbai ", 2008 Bajaj Pulsar 60000 Kms ," Brand: Bajaj Model: Pulsar Year: 2008 KM Driven: 60,000 km "
 Honda CB 38510 Kms 2012 year ,35000," Added via phone on 29 May, Ad ID: 1221460851 "," Kurla East, Mumbai ", Honda CB 38510 Kms 2012 year ," Brand: Honda Model: CB Year: 2012 KM Driven: 38,510 km "
 Hero Honda Hunk 28000 Kms 2008 year ,28786," Added via phone on 29 May, Ad ID: 1221457713 "," Sir JJ Road, Mumbai ", Hero Honda Hunk 28000 Kms 2008 year ," Brand: Hero Honda Model: Hunk Year: 2008 KM Driven: 28,000 km "
 2014 Royal Enfield Classic 27000 Kms ,95000," Added via phone on 29 May, Ad ID: 1221459889 "," Trombay, Mumbai ", 2014 Royal Enfield Classic 27000 Kms ," Brand: Royal Enfield Model: Classic Year: 2014 KM Driven: 27,000 km "
 2015 Yamaha FZS 7500 Kms ,65000," Added via phone on 29 May, Ad ID: 1221462979 "," Kandivali West, Mumbai ", 2015 Yamaha FZS 7500 Kms ," Brand: Yamaha Model: FZS Year: 2015 KM Driven: 7,500 km "
 2016 Honda Others 30100 Kms ,37500," Added via phone on 29 May, Ad ID: 1221459999 "," Vikhroli West, Mumbai ", 2016 Honda Others 30100 Kms ," Brand: Honda Model: Others Year: 2016 KM Driven: 30,100 km "
 2017 Bajaj Pulsar 3800 Kms ,90000," Added via phone on 29 May, Ad ID: 1221438225 "," Bhakti Park, Mumbai ", 2017 Bajaj Pulsar 3800 Kms ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 3,800 km "
 Bajaj Avenger 10000 Kms 2017 year ,92000," Added via phone on 29 May, Ad ID: 1221457355 "," Chunabhatti, Mumbai ", Bajaj Avenger 10000 Kms 2017 year ," Brand: Bajaj Model: Avenger Year: 2017 KM Driven: 10,000 km "
 2013 Bajaj Discover 35000 Kms ,32000," Added via phone on 29 May, Ad ID: 1221470627 "," Santacruz West, Mumbai ", 2013 Bajaj Discover 35000 Kms ," Brand: Bajaj Model: Discover Year: 2013 KM Driven: 35,000 km "
 2014 Honda CBR 14786 Kms ,95000," Added via phone on 29 May, Ad ID: 1221464415 "," Byculla, Mumbai ", 2014 Honda CBR 14786 Kms ," Brand: Honda Model: CBR Year: 2014 KM Driven: 14,786 km "
 2007 Bajaj Pulsar 50000 Kms ,20000," Added via phone on 29 May, Ad ID: 1221471379 "," Dharavi, Mumbai ", 2007 Bajaj Pulsar 50000 Kms ," Brand: Bajaj Model: Pulsar Year: 2007 KM Driven: 50,000 km "
 Bike in running condition battery new led projector headlights Aquila ,80000," Added via phone on 29 May, Ad ID: 1221458407 "," Vrindavan, Mumbai ", Bike in running condition battery new led projector headlights Aquila ," Brand: Other Brands Year: 2003 KM Driven: 16,000 km "
 Tvs Apache RTR 200 ,75000," Added via phone on 29 May, Ad ID: 1214426793 "," Mulund West, Mumbai ", Tvs Apache RTR 200 ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 4,000 km "
 Bajaj Avenger 17000 Kms 2015 year ,51000," Added via phone on 29 May, Ad ID: 1196135889 "," Goregaon East, Mumbai ", Bajaj Avenger 17000 Kms 2015 year ," Brand: Bajaj Model: Avenger Year: 2015 KM Driven: 17,000 km "
 2017 Bajaj Pulsar 10000 Kms ,90000," Added via phone on 29 May, Ad ID: 1221478765 "," Mira Road, Mumbai ", 2017 Bajaj Pulsar 10000 Kms ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 10,000 km "
 Bajaj Discover 22000 Kms 2013 year 125 ST ,35000," Added via phone on 29 May, Ad ID: 1221479151 "," Andheri East, Mumbai ", Bajaj Discover 22000 Kms 2013 year 125 ST ," Brand: Bajaj Model: Discover Year: 2013 KM Driven: 22,000 km "
 Hero Karizma 20000 Kms 2014 year ,58000," Added via phone on 29 May, Ad ID: 1217671451 "," Mulund West, Mumbai ", Hero Karizma 20000 Kms 2014 year ," Brand: Hero Model: Karizma Year: 2014 KM Driven: 20,000 km "
 Bajaj Others 12000 Kms 2016 year ,65000," Added via phone on 29 May, Ad ID: 1221485893 "," Andheri East, Mumbai ", Bajaj Others 12000 Kms 2016 year ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 12,000 km "
 Yamaha FZS 23390 Kms 2013 year ( with imported ABS ) ,49999," Added via phone on 29 May, Ad ID: 1221489063 "," Chembur, Mumbai ", Yamaha FZS 23390 Kms 2013 year ( with imported ABS ) ," Brand: Yamaha Model: FZS Year: 2013 KM Driven: 23,390 km "
 Bike For Sale ,45000," Added on 29 May, Ad ID: 1221475737 "," Mulund East, Mumbai ", Bike For Sale ," Brand: Hero Honda Model: Karizma Year: 2013 KM Driven: 30,000 km "
 Hero Honda CD 100 71375 Kms 2006 year ,10000," Added via phone on 29 May, Ad ID: 1221489885 "," Ushma Nagar, Mumbai ", Hero Honda CD 100 71375 Kms 2006 year ," Brand: Hero Honda Model: CD 100 Year: 2006 KM Driven: 71,375 km "
 Yamaha FZ 20000 Kms 2013 year ,35000," Added via phone on 29 May, Ad ID: 1221491177 "," Marine Lines, Mumbai ", Yamaha FZ 20000 Kms 2013 year ," Brand: Yamaha Model: FZ Year: 2013 KM Driven: 20,000 km "
 2009 Bajaj Pulsar 35000 Kms ,30000," Added via phone on 29 May, Ad ID: 1221490049 "," Dadar East, Mumbai ", 2009 Bajaj Pulsar 35000 Kms ," Brand: Bajaj Model: Pulsar Year: 2009 KM Driven: 35,000 km "
 Hero Honda Others 46600 Kms 2011 year ,30000," Added via phone on 29 May, Ad ID: 1221491229 "," Mira Road, Mumbai ", Hero Honda Others 46600 Kms 2011 year ," Brand: Hero Honda Model: Others Year: 2011 KM Driven: 46,600 km "
 KTM RC 30000 Kms 2016 year ,85000," Added via phone on 29 May, Ad ID: 1221491699 "," Mumbai Central, Mumbai ", KTM RC 30000 Kms 2016 year ," Brand: KTM Model: RC Year: 2016 KM Driven: 30,000 km "
 Hero Honda CBZ 25000 Kms 2005 year ,12000," Added via phone on 29 May, Ad ID: 1221492559 "," Samata Nagar, Mumbai ", Hero Honda CBZ 25000 Kms 2005 year ," Brand: Hero Honda Model: CBZ Year: 2005 KM Driven: 25,000 km "
 Honda Others 2400 Kms 2018 year ,78000," Added via phone on 29 May, Ad ID: 1221495321 "," Mira Road, Mumbai ", Honda Others 2400 Kms 2018 year ," Brand: Honda Model: Others Year: 2018 KM Driven: 2,400 km "
 2015 Bajaj Avenger 3000 Kms ,67999," Added via phone on 29 May, Ad ID: 1221497233 "," Vasai West, Mumbai ", 2015 Bajaj Avenger 3000 Kms ," Brand: Bajaj Model: Avenger Year: 2015 KM Driven: 3,000 km "
 2013 Yamaha YZF R 28000 Kms ,53000," Added via phone on 29 May, Ad ID: 1221493377 "," Bandra West, Mumbai ", 2013 Yamaha YZF R 28000 Kms ," Brand: Yamaha Model: YZF R Year: 2013 KM Driven: 28,000 km "
 49 cc Super Dirt bike in Mumbai ,25000," Added via phone on 29 May, Ad ID: 1221400065 "," Andheri West, Mumbai ", 49 cc Super Dirt bike in Mumbai , Brand: Other Brands Year: 2018 KM Driven: 4 km 
 2006 Honda Others 56000 Kms ,16000," Added via phone on 29 May, Ad ID: 1221403031 "," Girgaum, Mumbai ", 2006 Honda Others 56000 Kms ," Brand: Honda Model: Others Year: 2006 KM Driven: 56,000 km "
 Bajaj Pulsar 28000 Kms 2012 year ,44999," Added via phone on 29 May, Ad ID: 1221497573 "," Vasai East, Mumbai ", Bajaj Pulsar 28000 Kms 2012 year ," Brand: Bajaj Model: Pulsar Year: 2012 KM Driven: 28,000 km "
 Yamaha YZF R 25000 Kms 2012 year ,25000," Added via phone on 29 May, Ad ID: 1221401997 "," Borivali West, Mumbai ", Yamaha YZF R 25000 Kms 2012 year ," Brand: Yamaha Model: YZF R Year: 2009 KM Driven: 25,000 km "
 Bajaj PulsarNS 200 27000 Kms 2014 year. SINGLE OWNER ,55000," Added via phone on 24 May, Ad ID: 1219342763 "," Kandivali West, Mumbai ", Bajaj PulsarNS 200 27000 Kms 2014 year. SINGLE OWNER ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 27,000 km "
 2013 Bajaj Avenger 220cc ,40000," Added via phone on 29 May, Ad ID: 1221403161 "," Mahim, Mumbai ", 2013 Bajaj Avenger 220cc ," Brand: Bajaj Model: Avenger Year: 2013 KM Driven: 53,000 km "
 Hero Passion 74 Kms 2018 year ,57000," Added via phone on 29 May, Ad ID: 1221403885 "," Vidya Nagari, Mumbai ", Hero Passion 74 Kms 2018 year , Brand: Hero Model: Passion Year: 2018 KM Driven: 74 km 
 Bajaj Pulsar 35000 Kms 2007 year ,18000," Added via phone on 29 May, Ad ID: 1221403789 "," Vijay Nagar, Mumbai ", Bajaj Pulsar 35000 Kms 2007 year ," Brand: Bajaj Model: Pulsar Year: 2007 KM Driven: 35,000 km "
 Honda Dream Yuga 23544 Kms 2014 year ,35000," Added via phone on 29 May, Ad ID: 1221404105 "," Vrindavan, Mumbai ", Honda Dream Yuga 23544 Kms 2014 year ," Brand: Honda Model: Dream Yuga Year: 2014 KM Driven: 23,544 km "
 Yamaha FZ 200 Kms 2017 year ,5500," Added via phone on 29 May, Ad ID: 1221404807 "," Worli, Mumbai ", Yamaha FZ 200 Kms 2017 year , Brand: Yamaha Model: FZ Year: 2017 KM Driven: 200 km 
 2014 KTM 390 Duke ABS 28000 Kms ,90000," Added via phone on 29 May, Ad ID: 1221406279 "," Ghatkopar East, Mumbai ", 2014 KTM 390 Duke ABS 28000 Kms ," Brand: KTM Model: 390 Duke ABS Year: 2014 KM Driven: 28,000 km "
 Royal Enfield Classic 6300 Kms 2015 year ,100000," Added via phone on 29 May, Ad ID: 1221406413 "," Valdhuni, Mumbai ", Royal Enfield Classic 6300 Kms 2015 year ," Brand: Royal Enfield Model: Classic Year: 2015 KM Driven: 6,300 km "
 Bajaj Pulsar 54 Kms 2012 year ,35000," Added via phone on 29 May, Ad ID: 1221404353 "," Mira Road, Mumbai ", Bajaj Pulsar 54 Kms 2012 year , Brand: Bajaj Model: Pulsar Year: 2012 KM Driven: 54 km 
 2014 Royal Enfield Thunderbird 55000 Kms ,95000," Added via phone on 29 May, Ad ID: 1221405865 "," Ghatkopar East, Mumbai ", 2014 Royal Enfield Thunderbird 55000 Kms ," Brand: Royal Enfield Model: Thunderbird Year: 2014 KM Driven: 55,000 km "
 2013 model Honda CB Trigger ,45000," Added on 29 May, Ad ID: 1221407795 "," Mira Road, Mumbai ", 2013 model Honda CB Trigger ," Brand: Honda Model: CB Year: 2013 KM Driven: 45,000 km "
 Yamaha Others 30000 Kms 2006 year ,20000," Added via phone on 29 May, Ad ID: 1221408511 "," Nalasopara East, Mumbai ", Yamaha Others 30000 Kms 2006 year ," Brand: Yamaha Model: Others Year: 2006 KM Driven: 30,000 km "
 Honda Cb shine 67000 Kms 2013 year ,25000," Added via phone on 29 May, Ad ID: 1221409155 "," Vikhroli East, Mumbai ", Honda Cb shine 67000 Kms 2013 year ," Brand: Honda Model: CBR Year: 2013 KM Driven: 67,000 km "
 2010 Hero Honda Super Splendor 25000 Kms ,19000," Added via phone on 29 May, Ad ID: 1221409605 "," Goregaon West, Mumbai ", 2010 Hero Honda Super Splendor 25000 Kms ," Brand: Hero Honda Model: Super Splendor Year: 2010 KM Driven: 25,000 km "
 Yamaha FZS 39400 Kms 2014 year ,45000," Added via phone on 29 May, Ad ID: 1221410093 "," Andheri East, Mumbai ", Yamaha FZS 39400 Kms 2014 year ," Brand: Yamaha Model: FZS Year: 2014 KM Driven: 39,400 km "
 Bajaj Pulsar 40000 Kms 2013 year ,60000," Added via phone on 29 May, Ad ID: 1221410585 "," Kanakia Road, Mumbai ", Bajaj Pulsar 40000 Kms 2013 year ," Brand: Bajaj Model: Pulsar Year: 2013 KM Driven: 40,000 km "
 2012 Yamaha Others 28000 Kms ,58000," Added via phone on 29 May, Ad ID: 1221410707 "," Sir JJ Road, Mumbai ", 2012 Yamaha Others 28000 Kms ," Brand: Yamaha Model: Others Year: 2012 KM Driven: 28,000 km "
 Kawasaki Z1000 done 700 kms (Brokers pls excuse) ,1200000," Added via phone on 29 May, Ad ID: 1221414785 "," Bandra West, Mumbai ", Kawasaki Z1000 done 700 kms (Brokers pls excuse) , Brand: Other Brands Year: 2015 KM Driven: 750 km 
 2012 Hero Honda Passion 24000 Kms ,34786," Added via phone on 29 May, Ad ID: 1221418601 "," Mumbai Central, Mumbai ", 2012 Hero Honda Passion 24000 Kms ," Brand: Hero Honda Model: Passion Year: 2012 KM Driven: 24,000 km "
 Bajaj Pulsar 88888 Kms 2008 year ,18000," Added via phone on 29 May, Ad ID: 1221415969 "," Malad East, Mumbai ", Bajaj Pulsar 88888 Kms 2008 year ," Brand: Bajaj Model: Pulsar Year: 2008 KM Driven: 88,888 km "
 2012 Bajaj Avenger 55000 Kms ,28000," Added via phone on 29 May, Ad ID: 1194105313 "," Mumbai Central, Mumbai ", 2012 Bajaj Avenger 55000 Kms ," Brand: Bajaj Model: Avenger Year: 2012 KM Driven: 45,000 km "
 2016 KTM RC 14000 Kms ,120000," Added via phone on 29 May, Ad ID: 1221418827 "," Borivali East, Mumbai ", 2016 KTM RC 14000 Kms ," Brand: KTM Model: RC Year: 2016 KM Driven: 14,000 km "
 Cb unicorn 10/2007 2 owner in good condition ,25000," Added via phone on 29 May, Ad ID: 1221421159 "," Grant Road Area, Mumbai ", Cb unicorn 10/2007 2 owner in good condition , Brand: Honda Model: CB Year: 2007 KM Driven: 500 km 
 Hero Karizma 75550 Kms 2010 year ,39999," Added via phone on 29 May, Ad ID: 1221421495 "," Dockyard Road, Mumbai ", Hero Karizma 75550 Kms 2010 year ," Brand: Hero Model: Karizma Year: 2010 KM Driven: 75,550 km "
 1993 Royal Enfield Bullet 50000 Kms ,65000," Added via phone on 29 May, Ad ID: 1215156701 "," MIDC Road, Mumbai ", 1993 Royal Enfield Bullet 50000 Kms ," Brand: Royal Enfield Model: Bullet Year: 1993 KM Driven: 50,000 km "
 Honda Others 22472 Kms 2016 year ,45000," Added via phone on 29 May, Ad ID: 1221423027 "," Umershetpada, Mumbai ", Honda Others 22472 Kms 2016 year ," Brand: Honda Model: Others Year: 2016 KM Driven: 22,472 km "
 Honda CB Unicorn Dazzler 65000 Kms 2010 year ,21000," Added via phone on 29 May, Ad ID: 1217882229 "," Malad West, Mumbai ", Honda CB Unicorn Dazzler 65000 Kms 2010 year ," Brand: Honda Model: CB Year: 2010 KM Driven: 65,000 km "
 2015 Bajaj Pulsar 8000 Kms ,75000," Added via phone on 29 May, Ad ID: 1221425811 "," Chembur, Mumbai ", 2015 Bajaj Pulsar 8000 Kms ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 8,000 km "
 Honda CB 13425 Kms 2012 year ,28000," Added via phone on 29 May, Ad ID: 1221420657 "," Borivali West, Mumbai ", Honda CB 13425 Kms 2012 year ," Brand: Honda Model: CB Year: 2012 KM Driven: 13,425 km "
 2009 Honda unicorn 67000 Kms ,30000," Added via phone on 29 May, Ad ID: 1221429721 "," Goregaon East, Mumbai ", 2009 Honda unicorn 67000 Kms ," Brand: Honda Model: Others Year: 2009 KM Driven: 75,000 km "
 2010 Royal Enfield Classic 82374 Kms ,86552," Added via phone on 29 May, Ad ID: 1221430385 "," Mazagaon, Mumbai ", 2010 Royal Enfield Classic 82374 Kms ," Brand: Royal Enfield Model: Classic Year: 2010 KM Driven: 82,374 km "
 Honda CB unicorn35000 Kms 2012 year ,30000," Added via phone on 29 May, Ad ID: 1221432669 "," Kurla West, Mumbai ", Honda CB unicorn35000 Kms 2012 year ," Brand: Honda Model: CB Year: 2012 KM Driven: 35,000 km "
 Bajaj Pulsar 30000 Kms 2014 year ,48000," Added via phone on 29 May, Ad ID: 1221432959 "," Trombay, Mumbai ", Bajaj Pulsar 30000 Kms 2014 year ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 30,000 km "
 2010 Honda CB 33000 Kms ,45000," Added via phone on 28 May, Ad ID: 1221042093 "," Bhandup West, Mumbai ", 2010 Honda CB 33000 Kms ," Brand: Honda Model: CB Year: 2011 KM Driven: 33,000 km "
 2014 Honda Others 15000 Kms ,25000," Added via phone on 29 May, Ad ID: 1221433709 "," Sir JJ Road, Mumbai ", 2014 Honda Others 15000 Kms ," Brand: Honda Model: Others Year: 2014 KM Driven: 15,000 km "
 2015 Royal Enfield Thunderbird 12600 Kms ,100000," Added via phone on 28 May, Ad ID: 1221041951 "," Kandivali East, Mumbai ", 2015 Royal Enfield Thunderbird 12600 Kms ," Brand: Royal Enfield Model: Thunderbird Year: 2015 KM Driven: 12,600 km "
 2009 Hero Honda Hunk 26000 Kms ,19999," Added via phone on 28 May, Ad ID: 1221041411 "," Vikhroli West, Mumbai ", 2009 Hero Honda Hunk 26000 Kms ," Brand: Hero Honda Model: Hunk Year: 2009 KM Driven: 26,000 km "
